text,sentiment
¿Qué tal si por el primer aniversario vamos a ver a Tokio Hotel? XDD okya. @Nowhere_Man18,Positive
Y así fue / Julion Alvarez / COVER / @Grissrom: http://t.co/hlvv6ysMax  Te hubieras ido antes y esta canción son mis favoritas :).,Neutral
"@LoadCoaster bueno ya no les voy a decir bastardos a nuestros hijos,  serán los bebés guapos del Kinder. Ya vamos por nuestros tacos!",Neutral
Favoritos que me hacen realmente muy feliz y los de Julian.  ??,Positive
"@Matuk_pickle Oh! Nunca crees nada,  si si me asaltaron,  me quitaron mi celular.",Negative
"Convivir con chicos de otros países,  de otros estados,  diferentes Universidades, olvidando rivalidades de institución. ????",Neutral
@lyvela over and over again! ????,Negative
@isabella_conZ VaVaVa super chingon :3 2:30 en el reloj :3,Positive
Mi depresión hoy si tiene una buena razón y  todo sigue siendo por el partido :v,Negative
Debí ser Alemana para ser bien pinche fría contigo :v,Negative
@Lacalacazombie si vi jajaja y creó más o menos saber a quien te referias en la publicación del evento xD si armaste eso para el Martes? :3,Neutral
Lovely face plus lovely and perfect body. She is my girl.,Positive
Ahhhhhh nomamessssssss ya vali verga creó :v,Positive
"¿Por qué los papas no entienden que si dicen ""llegas a buena hora"" suena a ""llega bien pinche tarde""?",Negative
Dicen que cuando @Davidkam99 se controla y no se pone pedo puedes pedir un deseo. Jajaja :p,Negative
@foreversaara ¡Feliz Cumpleaños! ??????,Positive
@MarieldeViaje gracias Maria que gusto saberlo estoy a tus órdenes siempre #grandomingo,Positive
- Reservado para Ti - #mexigers #igersdf #igersguadalajara #monoart #monoart_mx #nsbmexico #ig_latino… http://t.co/BwB0hQ7aXK,Positive
@carbajaljazmine quien te crees para no seguirme en esta red social?,Neutral
"Dijiste que me dejabas para que tuviera una vida plena y feliz, pero se te olvido que solo estando contigo podria tener una vida así.",Neutral
@VanDerBeto Poes de mi rancho a revo a 4 caminos y en la micro :B es que me podria ir por la gustavo baz pero esta bien ogt :v,Neutral
¿Por qué estoy aqui sufriendo por ti y no bien high en Tomorrowland? Estúpida vida injusta :v,Negative
@VanDerBeto Casi ni das el vuelton .-. Hahaha oh pues esta chido :B y tarda mucho la micro?,Neutral
Vengo a Twitter a quejarme por que si no ¿Pa que chingados lo tengo? :v,Negative
"Quiero tirarme el 2 a llorar todo el día y ver ""Verano del 68"" :v",Positive
@itzz_al_pastor Ains gracias poca gente dice cosas bonitas de esa :3 proximamente espero! Jaja porqué? :o,Positive
"Y bueno, ultimamente todo es culpa de mis malas decisiones.",Negative
Pero ahí va la niña jarcor a cambiarse de carrera.,Negative
"@LSDeadHors Necesitamos el cambio pero la cuestión no solo es interna, también son consecuencias del mundo globalizado en el que vivimos :v",Positive
@VanDerBeto si ya sabia que haran eso :v hahaha pero mñeh igual tendran que hacerlo xD,Positive
Tal vez Cristiano no imponga moda de goles pero hoy tenía un nuevo look.,Positive
Siempre se trató de ir un paso adelante de tus pendejadas. Not cool :v,Negative
"Te quiero no solo para una noche, te quiero para muchas lunas juntos.",Positive
@CristianRGarCas Pero yo tomo por gusto no por decepciones así no me sabe al contrario :/ pero bueno si tu lo dices n.n,Positive
Que bonito seria encontrar a alguien que le gusten los kretek mint y compartirlos siempre.,Positive
@LaPostModerna @Gigi_maltiempo Esa es toda la actitud :3 todo el tony del mundo es bienvenido y la chancrosa también :B haha,Positive
¿Ya regresaste? :) @Lacalacazombie,Positive
Je t'aimé... ??,Positive
No mamen necesito un milagro del señor para poder tener ese boleto.  ¿Cómo que el 18 de Julio?  Como pinches  como?? http://t.co/BfuycnV3Tk,Negative
"Yo por eso no confió en ningún hombre en turismo, ni en Paquito.",Negative
@LizzCalCeTa aburrido! ??,Negative
@isabella_conZ ya leiste el otro? :3 ahi te veo mensa :p,Positive
Me lleva la chingada con esta cruda D: pero si valió la pena la verdad n.n,Negative
Todo por eso deberias hacer una peda :3,Neutral
Si vas a ser mi crush y nada más mejor vete a la verga.,Negative
#YoSiCreo #ElTri #PasionQueNosUne  #miseleccionmx #MisColores #TodaLaVida http://t.co/4IX15yeA0r,Neutral
@itzz_al_pastor Ni que fueras Robben para hacerla de pedo :v,Negative
@CristianRGarCas Jajajajaja ahora resulta :p claro que no me voy volando. Amos a empedar la vida loca sisto!!!,Positive
¿Qué estaré pagando? #ChingadaMadreJimmy,Negative
@dian_i_ta Una peda lml bueno no jajaja.,Positive
@EdiitSinH @PapiPeyrotRules jajajaja lel eso acabo de poner xD si nomanches te diste bien feo :v,Positive
Hoy ando muy papi Marley ?.?,Positive
@PapiPeyrotRules Si jajajaja no puedo dormir y boom la ponen xD,Negative
@CristianRGarCas jajaja pinche sisto malo :c pero tienes razón debi ser más realista jajaja,Negative
"No importa donde este, lo importante es a dónde llegare",Neutral
"Creó que la vida seria más fácil si aprendieran a distinguir el trato que se le da  a la""Novia"" y a la  ""Amiga"" :)",Positive
Aveces quiero un novio luego recuerdo que al rato tengo una pedota y se me pasa.,Negative
@dian_i_ta Ahorita te lo mando n.n pero neta si te lo mande :),Negative
"Tormentas pluviales exhibiran flaquesas de gobiernos en materia de protección civil, colectores y servicios públicos. http://t.co/ntWP8vu2ZG",Negative
"Yo, extrañándote. http://t.co/oMZsrSKr9C",Positive
Ando buscando queso ;),Neutral
Fut (@ Deportivo Tlalnepantla) https://t.co/pN41BjuAFM,Negative
I'm at Deportivo Tlalnepantla https://t.co/gQxSwDS33p,Neutral
Mi niñaaa. ???? #MejorAmiga ?? http://t.co/oV3czTBYPN,Positive
http://t.co/0z6lD8kpW2 follow me :),Positive
"Haré mi pelicula que se llame ""Mexican Psycha"". Jajajaja okno.",Positive
Y no sé que decir y no sé que hacer para que te puedas dar cuenta de que yo estoy frente a ti... :3,Neutral
¡Me cago en Dios por que no puedo dejar de ver y pensar en su sonrisa que me hace sentir mariposas y que vali verga! Fin del comunicado :),Negative
"Buenos días solecitos, mi alarma no sonó :'( jsjsjs.",Negative
Ni siquiera conozco tu cara pero amaneciste aquí en mi cama :),Neutral
@VanDerBeto Jajajaja no solo estuve un semestre y pues no me paso ese horario tampoco :v,Positive
"Que bonita es una tarde de puras niñas, mis amigas son las mejores ?.",Neutral
"@VanDerBeto Ni tenía idea D: no pues si no a 18, Hidalgo y 4 caminos :/ aunque yo no queria pasar por Hidalgo u.u o igual como dices :)",Positive
@Neko_X3 neta otro año? ;o no pues esta chido amigo has tus cosas y asi jaja yo nada más queria metichear un rato tus tuits xD,Negative
Lo del camión para Indios Verdes de antier si que entra en el top de las cosas lols de mi vida :B,Neutral
Aparte de  todo ¿por qué no hay un veterinario en domingo? Mi rata se está muriendo y no hay pinches nada ¬¬,Negative
No creo que sea casualidad que la canción que he traído en la cabeza todo el día lleve tu nombre. http://t.co/Q8xcgQ8Spl,Positive
"""Los bebés de la crisis.""",Negative
"Si somos lo que comemos,  yo soy una palomita de pollo.",Negative
Alabadas sean las palomitas de pollo por existir. ??,Negative
Feliz día mundial del turismo.  #TodosSomosPolitecnico http://t.co/zRH1ktM7fV,Negative
@Neko_X3 Eso he visto en la mayoria amigo :v son bien popos en ese sentido :'c,Positive
"Casi ni se noto que amo a los Arctic Monkeys, yo lo sé xD",Positive
@Davidkam99 Jajaja lo sé :* si eres el mejor que bueno que andabas cool por que LOL con los demás xD aparte ni era tanto :v,Positive
¿Por qué de casi 6 meses de pinches vacaciones agarran justamente la ultima semana para hacer un desmadre de mi vida? :v,Negative
Ya me vine a quejar por que me caga :v,Negative
No es normal que aún te eche de menos y ese menos vaya a más.,Negative
"Yo: *Me caga, me caga, me caga, me caga* :(
-Hola ¿como estas? 
Yo: *Vali madre, vali madre, vali madre* :3 
Y eso que todavía ni me gusta.",Negative
"@CristinaVilleda Jajajaja pues es que si la neta, si no que mejor ni lo intenten xD",Negative
Les dije que mi avatar seria hasta que Holanda la dejara caer. Se los pinches dije :v,Negative
"""Eres bien culera"" corrección Nada más contigo querido ;)",Negative
Lo único que estamos  haciendo es tiempo.,Positive
Buenos días,Positive
"¿Por qué me invitan a pendejadas que se llaman ""Perreo a lo bruto""? Que hice señor para merecer esto :v",Negative
Directa número 1 de la noche y yo no supe como responder a eso :v,Neutral
Recordando el sábado pasado #pinkparty http://t.co/HxYrHyrN2P,Negative
Goey si viviera sola sacaria la peda todos los días :v,Neutral
¿Por qué tiene que ser guapo y escribir como pendejo? XQ? Xq? Xq? Xq?,Negative
Me falle mil veces por no fallarte a ti.,Neutral
"El anuncio de @AAMBER_mx (alerta amber) en canal 11, no se distingue ni es legible. @CanalOnceTV",Negative
Soy #feliz llego ya mi #hijoprecioso   @isabellalozziav @voxrpmexico @VmonosconLizVeg @judithguerra1 http://t.co/4KAyYYGLVk,Positive
Neta aun no veo mi vida sin Prepa 9 :/,Negative
"Y entonces pienso en la opción de alejarme y la UNAM así de ""Ni madres te chingas aquí""  si me gusta pero ahh se vienen 4 largos años :v",Negative
Ojalá este café me quite el sueño... de volver a verte.,Neutral
"""Como si se pudiese elegir en el amor, como si no fuera un rayo que te parte los huesos y te deja estaqueado en la mitad del patio.""",Negative
¿Como puede ser que sea la época de más problemas en mi vida y me sienta tan pinches al 100? ?,Negative
@Neko_X3 Jajajajjaa no es descaro es la verdad para que andarse con pendejadas? XD pero bueno entonces lo invitare a desayunar haha,Neutral
Spot toda la puta semana y mis papas de vergueros :/,Negative
@VanDerBeto supongo... :v,Neutral
Im not ready for this conversation.,Neutral
@VanDerBeto Si maldita maldición a las 8:30 :v tú?,Negative
Yo quiero ser la carne de tu pozole e.e #Poetuit,Positive
Wake me up when semestre ends :'(,Positive
"Neta que si aveces amo a mis padres, más cuando no me corren de la casa :3",Negative
@Gigi_maltiempo @LaPostModerna hahahahaha las dos pero más Tony plis ? ya lo necesito *u*,Positive
A vea. Lo sé soy la más bromista xD,Neutral
@Neko_X3 Noooo :( se cruzaba con la uni pero quiero volver y ultimamente me llama la atención el bajo también *u* pues invitame y si claro!,Negative
#Just...things xD,Negative
Así ni ganas de entrar a 5o semestre dan.,Negative
Ya extrañaba que hicieras de las tuyas. Neta ya se me hacia raro tan buena persona.,Negative
"Mi Nombre Que Lo Pongan En Un Whisky, No En Una Coca.???????",Positive
"@_kushelevich No Digas, No Puedes Vivir Sin Mi Deja De Decir Basuras!??",Negative
Ya listo para el #BRA - #CHI ojalá gane Chile!,Positive
"Alguien digale que se ve mal hablando así, que se va a quemar pinche ardido. Jajaja .-.",Negative
@QueridaVale hahahaha eso si :3,Positive
@CamillexXbEllo hola,Positive
@Lacalacazombie Es que leeel empezaron bien y luego hicieron un desmadrito :v jajaja.,Negative
Ahora si no saben cuanto ya quiero entrar a la uni :v,Negative
Matenseeeee netaaaaaa :v,Positive
"Amor en los tiempos de ""Que crees que siempre si te queria"".",Negative
Que triste que pongas fotos con tu novia mientras que cuando no esta te besas con todas. Neta que oso :v,Positive
@EdiitSinH @PapiPeyrotRules jamás solo ustedes tienen esa suerte xD,Positive
"No es amor, tampoco es obsesión, ya no son recuerdos, ya no es costumbre. ¿Qué es? :v",Positive
Que tal si hago el comipems otra vez y otra vez me quedo y soy feliz :3,Positive
@bebo_tonayan Yo quiero que me regresen a prepa 9 :'(,Positive
La realidad es que hoy ando muy feliz y aunque mañana el trabajo se ponga pesado lo vale todo lo vale :'),Positive
Alguien quiere ir a tirar la Ganjah y otros dulces más drinks mañana? :),Neutral
@LaPostModerna No digas xD si también ;),Positive
Perdóname por todo yo solo quería hacerte feliz.,Positive
"@bebo_tonayan Si habia visto varias veces puerquitos adentro de CU, ahora parece que sus convenios ya les valen madre y Narro que pedo? :v",Neutral
@aleether Ni yo :/ no sé como pueden decir que nosotras somos las complicadas u.u aparte de todo :v,Positive
La verdad creó que si nos veriamos padre juntos :v,Positive
@LSDeadHors Así es :( es marioneta del sistema :v si nomanches yo ni pude votar y los de mi carrera hicieron desmadre para impugnarlas.,Negative
"Como diría la abuela, este sol está muy sabroso, muy sabrosito... Ay ay ay!! #echenmeaguaquemequemo",Positive
Malditas y asquerosas materias que tienen nombres largos largos.  ??,Negative
"En mi afán por no salir ilesa de esto,  te estoy alejando..",Neutral
"""Si te vas a ir"".",Neutral
Yo por eso desde el principio le dije que no escogiera turismo.,Negative
#TrágameTierra #ChingadaMadreJimmy,Positive
Gary Medel todo un guerrero más jugadores así,Positive
@bebo_tonayan No digas :v por que eso? Simon pues igual y el Lunes puedo armar un mini spot jaja ;),Positive
Tú amor como el mundial me dura bien poquito :c,Neutral
"¿Por qué Dios me hizo tan maldita adicta a la adrenalina? Me subí a una moto, fue hermoso ?.",Negative
"No te ves sexy, te ves vulgar",Negative
Recordar tus ojos y su mirada es perderme en el tiempo,Positive
A vea.,Positive
"Algunas veces creo que eres idiota, otras lo confirmo.",Negative
@LaPostModerna @Gigi_maltiempo Pues que se arme algo :B digan digan. Iran a lo que arme? ;) diganme que si es el 1 de Agosto :3,Positive
"Debo reconocer que Waze no puede hacer nada para librarme de los ""charcos"" tipo laguna que se forman en esta ciudad ""progresista""... Dicen!",Negative
Mi super desayuno de hoy a estas horas consiste en gomitas enchiladas y palomitas. Mis padres ya me odian u.u,Neutral
"“@iNiSoyGuapo: Niñas, si Diosito no les dio cabello rubio ¿Por qué intentan desafiarlo?” ????????????",Negative
"Viendo: ""Tres lancheros muy picudos""",Positive
@_pennylanee_ :(,Positive
@piporroteco @BacheRey descansa no va a ganar el anticristo ya esta en la tierra ustedes los del pri y pan se van a dejar marcar  el.,Neutral
"Un dia te dire no fue facil, pero lo logre ????",Neutral
@CarlosLoret primero buenos días saludos Ingrid Raquel odalys Clark Aura Nicolas Enrique arvizu Toño voz1N,Positive
@bebo_tonayan Jajajajaja bajo la misma estrella e.e ya somos dos :v,Negative
@VanDerBeto Namames en buen pedo? Vale shit D:,Negative
¿Alguien sabe si la FESA entrara en paro o algún desmadre así? :o,Negative
Esperen ya me deprimi de nuevo :c,Neutral
@AlanEIzqL En el comercial de la coca cola :v,Positive
Nos vamos a la marcha del Poli el Sábado o/ antes de que me vuelva la más Godinez :'(,Neutral
@rogerbaudelaire Oyes si cierto :( jajaja ahorita lo hacemos xD,Neutral
La cuestion es que ya decidí hacer las pases con el amor y ahorita dejarnos un tiempo en paz.,Positive
No sé ni que tuitear por que estoy así: jskakhsjkaksnhskakjsbajakshajkajsj :333 ¿Me explico?,Negative
Porque estoy aquí con un pie jodido y no estoy en la feria del Mezcal :v,Negative
¿Si ya sabes como soy por qué eres tan random? :v,Positive
¡Quiero un pinche cigarro en este pinche momento! :v,Negative
Y por drogarme me refiero a mis siete diferentes clases de medicamentos. Mástriste :'(,Negative
Pase al punto en el que ya ni siquiera quiero ser una desconocida con recuerdos en común.,Positive
